Customer ID,Sales Channel,Gender,Product Type,Purchase Reason,Decision,Age at POS,Manual Decision,Employment,Sum Assured,Annual Premium,Evidence,1 Year Lapse
A000002467,IFA,Male,Joint,Family Protection,Accepted Standard Terms,36,Y,Employed,150000.00,619.68,Y,0
A000002468,IFA,Female,Joint,Family Protection,Accepted Standard Terms,61,Y,Retired,200000.00,1501.56,N,0
A000002469,IFA,Male,Joint,Family Protection,Accepted Standard Terms,61,Y,Employed,200000.00,1501.56,N,0
A000002470,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,38,N,Employed,211000.00,330.36,N,1
A000002471,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,42,N,Employed,91695.00,166.44,N,0
A000002472,IFA,Male,Single,Family Protection,Accepted Standard Terms,63,N,Retired,70000.00,561.60,Y,0
A000002473,IFA,Female,Single,Family Protection,Accepted Standard Terms,42,N,Employed,150000.00,173.40,Y,0
A000002474,IFA,Female,Single,Family Protection,Accepted Standard Terms,51,N,Self-Employed,100000.00,271.80,Y,0
A000002475,IFA,Male,Single,Family Protection,Accepted Non Standard Terms,42,N,Employed,100000.00,208.08,N,0
A000002476,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,40,N,Employed,140000.00,327.96,Y,1
A000002477,IFA,Male,Joint,Family Protection,Accepted Standard Terms,32,Y,Employed,,119.16,N,0
A000002478,BP,Female,Single,Family Protection,Accepted Non Standard Terms,36,Y,Employed,360000.00,479.76,N,0
A000002479,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,35,N,Employed,85000.00,167.76,Y,1
A000002480,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,47,N,Employed,85000.00,167.76,Y,1
A000002481,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,28,N,Self-Employed,225000.00,964.20,Y,1
A000002482,IFA,Male,Single,Family Protection,Accepted Standard Terms,53,N,Self-Employed,100000.00,1447.92,Y,0
A000002483,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,37,N,Employed,34000.00,92.88,Y,0
A000002484,IFA,Female,Single,Family Protection,Accepted Standard Terms,38,N,Employed,100000.00,117.48,Y,0
A000002485,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,25,N,Employed,316000.00,177.72,Y,0
A000002486,IFA,Male,Single,Family Protection,Accepted Standard Terms,33,Y,Employed,150000.00,84.33,N,0
A000002487,IFA,Male,Single,Family Protection,Accepted Standard Terms,50,N,Self-Employed,140000.00,175.92,Y,0
A000002488,IFA,Female,Single,Family Protection,Accepted Non Standard Terms,28,Y,Self-Employed,50000.00,105.24,N,0
A000002489,IFA,Male,Single,Family Protection,Accepted Standard Terms,34,N,Unemployed,100000.00,91.20,Y,0
A000002490,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,46,N,Employed,250000.00,605.88,Y,0
A000002491,IFA,Male,Joint,Mortgage Protection,Further Evidence Required,55,Y,Employed,250000.00,605.88,N,0
A000002492,IFA,Female,Single,Family Protection,Accepted Standard Terms,44,Y,Employed,100000.00,180.00,N,0
A000002493,IFA,Male,Joint,Family Protection,Accepted Standard Terms,37,Y,Employed,150000.00,321.00,N,0
A000002494,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,50,N,Employed,30000.00,469.08,Y,0
A000002495,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,42,Y,Employed,66958.00,92.16,N,0
A000002496,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,43,Y,Employed,118000.00,1050.36,Y,1
A000002497,IFA,Male,Joint,Mortgage Protection,Accepted Non Standard Terms,43,Y,Self-Employed,118000.00,1050.36,Y,1
A000002498,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,30,N,Employed,34000.00,74.04,Y,0
A000002499,IFA,Male,Single,Family Protection,Accepted Standard Terms,41,N,Contract Worker,125000.00,126.96,Y,0
A000002500,BP,Female,,Family Protection,Accepted Standard Terms,44,Y,Employed,,444.12,N,0
A000002501,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,44,Y,Employed,147000.00,918.60,N,0
A000002502,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,42,Y,Employed,147000.00,192.00,N,0
A000002503,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,43,N,Employed,82000.00,221.52,Y,0
A000002504,IFA,Male,Joint,Mortgage Protection,Accepted Non Standard Terms,43,Y,Employed,82000.00,221.52,N,0
A000002505,IFA,Female,Single,Family Protection,Accepted Standard Terms,53,N,Employed,10668.00,96.00,Y,1
A000002506,IFA,Male,Single,Family Protection,Accepted Standard Terms,45,Y,Self-Employed,730000.00,1198.68,N,0
A000002507,IFA,Female,Joint,Mortgage Protection,Accepted Non Standard Terms,47,Y,Employed,102000.00,621.60,N,0
A000002508,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,49,N,Employed,102000.00,621.60,Y,0
A000002509,IFA,Male,Single,Family Protection,Further Evidence Required,57,Y,Employed,13000.00,249.96,N,0
A000002510,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,44,N,Employed,90000.00,609.36,N,0
A000002511,IFA,Female,Single,Family Protection,Accepted Standard Terms,40,N,Employed,150000.00,141.00,Y,0
A000002512,IFA,Female,Single,Family Protection,Accepted Standard Terms,32,Y,Employed,306000.00,224.52,N,0
A000002513,IFA,Male,Joint,Family Protection,Accepted Non Standard Terms,23,N,Employed,113914.00,174.60,Y,0
A000002514,IFA,Female,Joint,Family Protection,Accepted Standard Terms,23,Y,Employed,113914.00,174.60,N,0
A000002515,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,29,N,Employed,86454.00,631.80,Y,0
A000002516,IFA,Male,Single,Family Protection,Accepted Standard Terms,27,N,Employed,148000.00,238.32,Y,0
A000002517,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,48,Y,Employed,100000.00,213.24,N,0
A000002518,IFA,Female,Single,Family Protection,Accepted Standard Terms,37,N,House Person,,146.40,Y,0
A000002519,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,57,N,Retired,35000.00,229.20,Y,0
A000002520,IFA,Female,Single,Family Protection,Accepted Standard Terms,31,N,Employed,155486.00,72.00,Y,0
A000002521,IFA,Female,Single,Family Protection,Accepted Non Standard Terms,39,N,Employed,80000.00,140.40,Y,0
A000002522,IFA,Female,Single,Family Protection,Accepted Standard Terms,53,N,Self-Employed,100000.00,286.80,N,1
A000002523,SP,Male,,Family Protection,Accepted Non Standard Terms,30,N,Employed,,582.84,Y,0
A000002524,BP,Male,Single,Family Protection,Accepted Standard Terms,42,N,Self-Employed,227750.00,523.68,Y,0
A000002525,BP,Female,Single,Family Protection,Accepted Standard Terms,32,Y,Employed,150000.00,927.36,Y,0
A000002526,BP,Male,Single,Family Protection,Accepted Standard Terms,28,N,Employed,150000.00,862.68,N,0
A000002527,IFA,Male,Single,Family Protection,Accepted Standard Terms,54,Y,Employed,100000.00,259.20,N,0
A000002528,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,38,N,House Person,128000.00,541.20,Y,0
A000002529,IFA,Male,Single,Family Protection,Accepted Standard Terms,37,Y,Employed,44000.00,343.08,Y,0
A000002530,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,42,N,Unemployed,100000.00,299.40,N,1
A000002531,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,42,N,Unemployed,100000.00,910.20,N,1
A000002532,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,32,N,Employed,306000.00,131.52,N,0
A000002533,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,40,Y,Employed,109000.00,89.64,N,0
A000002534,IFA,Female,Single,Family Protection,Accepted Non Standard Terms,36,N,Employed,150000.00,450.00,Y,1
A000002535,BP,Male,Joint,Family Protection,Accepted Standard Terms,24,N,Employed,50000.00,223.08,Y,0
A000002536,BP,Male,Joint,Family Protection,Accepted Standard Terms,24,N,Employed,50000.00,223.08,Y,0
A000002537,BP,Female,Joint,Family Protection,Accepted Standard Terms,19,N,Employed,50000.00,223.08,Y,0
A000002538,BP,Female,Joint,Family Protection,Accepted Standard Terms,19,N,Employed,50000.00,223.08,Y,0
A000002539,IFA,Female,Single,Family Protection,Accepted Non Standard Terms,54,N,Employed,11343.00,93.12,Y,1
A000002540,IFA,Male,Single,Family Protection,Accepted Standard Terms,40,N,Employed,160000.00,278.88,Y,0
A000002541,IFA,Male,Joint,Family Protection,Accepted Non Standard Terms,40,N,Self-Employed,100000.00,213.00,Y,0
A000002542,IFA,Female,Joint,Family Protection,Accepted Standard Terms,46,Y,Employed,100000.00,213.00,N,0
A000002543,IFA,Female,Single,Family Protection,Accepted Standard Terms,28,Y,Employed,217613.00,148.44,N,0
A000002544,IFA,Female,Single,Family Protection,Accepted Standard Terms,32,Y,House Person,94357.00,120.00,Y,0
A000002545,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,53,Y,Employed,161999.00,394.32,N,0
A000002546,IFA,Male,Single,Family Protection,Accepted Non Standard Terms,39,Y,Employed,150000.00,238.20,N,0
A000002547,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,56,N,Employed,100000.00,387.60,Y,0
A000002548,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,45,Y,Employed,160000.00,702.12,N,0
A000002549,IFA,Female,Joint,Mortgage Protection,Accepted Non Standard Terms,42,Y,Employed,160000.00,702.12,N,0
A000002550,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,47,N,Employed,42661.00,123.60,N,0
A000002551,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,48,N,Employed,42661.00,123.60,Y,0
A000002552,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,56,Y,Employed,161999.00,378.36,N,0
A000002553,IFA,Female,Single,Family Protection,Accepted Standard Terms,34,Y,House Person,100000.00,97.80,Y,0
A000002554,IFA,Male,Single,Family Protection,Accepted Standard Terms,35,Y,Employed,100000.00,123.84,N,0
A000002555,IFA,Male,Single,Family Protection,Accepted Standard Terms,46,N,Employed,100000.00,215.76,N,0
A000002556,IFA,Female,Joint,Family Protection,Accepted Standard Terms,38,N,Employed,130000.00,236.04,Y,0
A000002557,IFA,Male,Joint,Family Protection,Accepted Standard Terms,42,N,Employed,130000.00,236.04,Y,0
A000002558,IFA,Female,Joint,Family Protection,Accepted Standard Terms,44,N,Employed,138824.00,393.36,Y,0
A000002559,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,48,Y,Employed,65382.00,156.36,N,0
A000002560,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,41,N,Employed,136000.00,97.44,N,0
A000002561,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,34,N,Employed,150000.00,110.40,N,0
A000002562,BP,Female,Single,Family Protection,Accepted Standard Terms,47,N,Employed,100000.00,333.96,N,0
A000002563,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,36,Y,Employed,120000.00,240.48,N,0
A000002564,IFA,Female,Single,Family Protection,Accepted Standard Terms,48,N,Employed,30129.00,240.00,Y,0
A000002565,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,47,Y,Employed,51946.00,109.92,N,0
A000002566,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,30,N,Employed,95432.00,72.00,Y,0
A000002567,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,25,Y,Employed,74495.00,136.80,N,0
A000002568,BP,Female,,Mortgage Protection,Accepted Standard Terms,25,Y,Employed,,170.28,N,0
A000002569,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,29,Y,Employed,74495.00,164.76,N,0
A000002570,BP,Male,,Mortgage Protection,Accepted Standard Terms,29,Y,Employed,,173.64,N,0
A000002571,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,25,N,Employed,180000.00,199.56,Y,0
A000002572,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,25,N,Employed,180000.00,199.56,Y,0
A000002573,IFA,Male,Single,Family Protection,Accepted Standard Terms,29,N,Employed,200000.00,121.08,Y,0
A000002574,IFA,Male,Single,Family Protection,Accepted Standard Terms,33,N,Employed,100000.00,122.64,Y,0
A000002575,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,37,N,Employed,206999.00,424.08,Y,0
A000002576,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,37,N,Employed,206999.00,424.08,Y,0
A000002577,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,46,Y,Employed,350000.00,622.56,N,0
A000002578,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,39,Y,Employed,51544.00,72.00,Y,1
A000002579,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,27,N,Employed,126000.00,126.72,Y,0
A000002580,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,38,Y,Self-Employed,131000.00,181.20,Y,1
A000002581,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,38,Y,Self-Employed,131000.00,349.44,Y,1
A000002582,BP,Female,Single,Family Protection,Accepted Non Standard Terms,25,N,Employed,120000.00,296.28,Y,1
A000002583,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,53,N,Employed,53000.00,178.44,N,0
A000002584,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,54,N,Employed,53000.00,187.68,N,0
A000002585,BP,Female,,Family Protection,Refer To Underwriter,26,Y,Employed,,120.48,N,0
A000002586,BP,Male,,Family Protection,Accepted Standard Terms,29,N,Employed,,235.20,N,0
A000002587,IFA,Female,Joint,Family Protection,Accepted Standard Terms,44,Y,Employed,112896.00,425.64,N,0
A000002588,IFA,Male,Joint,Family Protection,Accepted Standard Terms,46,N,Employed,112896.00,425.64,N,0
A000002589,IFA,Female,Joint,Family Protection,Accepted Standard Terms,29,N,Employed,100000.00,157.80,Y,0
A000002590,IFA,Male,Single,Mortgage Protection,Accepted Non Standard Terms,31,N,Employed,130000.00,321.96,Y,0
A000002591,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,35,N,Employed,126000.00,126.72,Y,0
A000002592,IFA,Male,Single,Family Protection,Accepted Standard Terms,57,Y,Employed,262500.00,940.80,N,0
A000002593,IFA,Female,Single,Family Protection,Accepted Standard Terms,29,N,In Full-Time Education,70000.00,115.68,Y,1
A000002594,IFA,Male,Single,Family Protection,Accepted Standard Terms,31,N,Employed,86250.00,89.52,Y,0
A000002595,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,38,N,Employed,300000.00,159.36,N,0
A000002596,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,30,N,Employed,300000.00,159.36,N,0
A000002597,IFA,Male,Single,Mortgage Protection,Accepted Non Standard Terms,35,Y,Employed,345000.00,1011.84,N,0
A000002598,BP,Female,Joint,Family Protection,Accepted Standard Terms,44,N,Employed,45631.00,360.00,Y,1
A000002599,BP,Male,Joint,Family Protection,Accepted Standard Terms,45,N,Self-Employed,45631.00,360.00,Y,1
A000002600,SP,Male,Single,Mortgage Protection,Accepted Non Standard Terms,29,N,Employed,196350.00,210.36,Y,0
A000002601,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,54,N,House Person,55000.00,162.36,N,0
A000002602,IFA,Male,Joint,Family Protection,Accepted Standard Terms,28,N,Employed,100000.00,157.80,Y,0
A000002603,IFA,Male,Single,Family Protection,Accepted Standard Terms,34,N,Employed,250000.00,285.48,Y,0
A000002604,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,45,N,Employed,15000.00,84.36,Y,0
A000002605,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,48,N,Employed,15000.00,84.36,Y,0
A000002606,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,49,Y,Employed,199785.00,390.72,Y,0
A000002607,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,44,N,Employed,100000.00,158.40,N,0
A000002608,IFA,Male,Joint,Family Protection,Accepted Standard Terms,44,N,Employed,150000.00,341.88,N,0
A000002609,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,39,N,Employed,187500.00,415.32,Y,0
A000002610,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,42,Y,Employed,187500.00,415.32,Y,0
A000002611,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,44,Y,House Person,60000.00,449.04,N,0
A000002612,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,44,Y,House Person,15000.00,202.44,N,0
A000002613,IFA,Male,Joint,Family Protection,Accepted Standard Terms,22,N,Employed,96000.00,284.76,Y,0
A000002614,BP,Male,Single,Mortgage Protection,Accepted Non Standard Terms,59,Y,Employed,55000.00,361.32,N,0
A000002615,IFA,Female,Single,Family Protection,Accepted Standard Terms,59,N,Retired,15000.00,127.44,Y,0
A000002616,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,51,Y,Employed,197500.00,1449.84,Y,0
A000002617,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,51,Y,Employed,197500.00,1449.84,Y,0
A000002618,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,29,Y,Employed,150000.00,98.40,N,0
A000002619,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,24,Y,Employed,150000.00,128.40,N,0
A000002620,IFA,Male,Joint,Family Protection,Accepted Standard Terms,47,Y,Employed,125000.00,420.60,N,0
A000002621,IFA,Female,Joint,Family Protection,Accepted Standard Terms,45,Y,Employed,125000.00,420.60,N,0
A000002622,IFA,Female,Single,Family Protection,Accepted Standard Terms,21,N,Employed,50000.00,60.00,Y,1
A000002623,IFA,Male,Single,Family Protection,Accepted Standard Terms,22,N,Unemployed,50000.00,77.40,Y,1
A000002624,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,33,N,Employed,115000.00,756.36,Y,0
A000002625,IFA,Female,Joint,Family Protection,Accepted Standard Terms,49,N,Employed,96000.00,284.76,Y,0
A000002626,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,46,Y,Employed,115000.00,366.72,Y,0
A000002627,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,42,N,Employed,115000.00,366.72,Y,0
A000002628,IFA,Male,Single,Family Protection,Accepted Standard Terms,65,Y,Retired,24000.00,254.64,N,0
A000002629,IFA,Male,Joint,Family Protection,Refer To Underwriter,59,Y,Retired,250000.00,1436.28,N,1
A000002630,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,48,N,Employed,45519.00,72.00,Y,0
A000002631,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,48,N,Employed,45519.00,72.00,Y,0
A000002632,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,29,N,Employed,125600.00,174.72,Y,0
A000002633,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,30,N,Employed,125600.00,91.80,Y,0
A000002634,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,30,N,House Person,83374.00,72.00,Y,0
A000002635,IFA,Female,Single,Family Protection,Accepted Standard Terms,23,Y,Unemployed,159905.00,72.00,N,0
A000002636,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,27,Y,Employed,196350.00,118.56,Y,0
A000002637,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,38,N,Employed,148000.00,238.68,Y,0
A000002638,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,22,N,Employed,110000.00,244.20,N,0
A000002639,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,24,N,Employed,110000.00,254.40,N,0
A000002640,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,25,N,Employed,77500.00,241.44,N,0
A000002641,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,31,N,Employed,77500.00,241.44,N,0
A000002642,SP,Female,Joint,Mortgage Protection,Accepted Standard Terms,46,Y,House Person,55256.00,556.08,Y,0
A000002643,SP,Male,Joint,Mortgage Protection,Accepted Standard Terms,46,Y,Employed,55256.00,556.08,Y,0
A000002644,IFA,Male,Single,Family Protection,Accepted Standard Terms,38,N,Employed,101329.00,111.00,Y,0
A000002645,IFA,Male,Single,Family Protection,Accepted Standard Terms,38,N,Employed,20483.00,120.00,Y,0
A000002646,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,56,Y,Employed,31811.00,107.16,N,0
A000002647,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,29,N,Employed,59475.00,82.32,Y,0
A000002648,BP,Male,,Family Protection,Accepted Standard Terms,29,N,Employed,,185.52,Y,0
A000002649,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,57,N,Employed,70000.00,250.92,Y,0
A000002650,IFA,Male,Single,Family Protection,Accepted Standard Terms,33,N,Employed,200000.00,182.76,Y,0
A000002651,IFA,Male,Joint,Family Protection,Accepted Standard Terms,32,N,Employed,275000.00,340.20,Y,0
A000002652,IFA,Female,Joint,Family Protection,Accepted Standard Terms,28,N,Employed,275000.00,340.20,Y,0
A000002653,IFA,Male,Single,Business Protection,Accepted Standard Terms,46,Y,Employed,93750.00,157.32,N,0
A000002654,IFA,Male,Single,Business Protection,Accepted Standard Terms,46,Y,Employed,100000.00,162.60,N,0
A000002655,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,42,Y,Employed,200000.00,244.32,N,0
A000002656,BP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,50,Y,Self-Employed,46488.00,312.00,N,0
A000002657,BP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,50,Y,Self-Employed,46488.00,312.00,N,0
A000002658,IFA,Male,Joint,Family Protection,Accepted Standard Terms,32,N,Employed,,153.96,N,0
A000002659,IFA,Male,Single,Family Protection,Accepted Standard Terms,32,N,Employed,,132.00,N,0
A000002660,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,32,N,Employed,71500.00,104.76,N,0
A000002661,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,32,N,Employed,71500.00,97.80,N,0
A000002662,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,55,Y,Employed,285000.00,758.64,N,1
A000002663,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,55,Y,Employed,285000.00,758.64,N,1
A000002664,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,51,N,Employed,162000.00,448.92,N,0
A000002665,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,38,N,Employed,137250.00,118.92,Y,0
A000002666,IFA,Male,Single,Family Protection,Accepted Standard Terms,53,Y,Self-Employed,100000.00,233.16,Y,1
A000002667,BP,Female,Single,Mortgage Protection,Accepted Standard Terms,28,N,Employed,91200.00,187.32,Y,0
A000002668,BP,Male,Single,Mortgage Protection,Accepted Standard Terms,25,N,Employed,91200.00,170.88,N,0
A000002669,IFA,Male,Single,Business Protection,Accepted Standard Terms,46,N,Self-Employed,200000.00,360.00,N,0
A000002670,IFA,Female,Joint,Family Protection,Accepted Standard Terms,39,N,Employed,33949.00,192.00,Y,0
A000002671,IFA,Male,Joint,Family Protection,Accepted Standard Terms,42,N,Employed,33949.00,192.00,Y,0
A000002672,SP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,56,Y,Employed,31811.00,391.92,N,0
A000002673,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,43,N,Employed,47995.00,69.96,Y,0
A000002674,IFA,Male,Single,Mortgage Protection,Accepted Non Standard Terms,43,N,Employed,25000.00,173.16,Y,0
A000002675,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,35,N,Employed,72000.00,264.12,Y,0
A000002676,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,48,N,Employed,86000.00,297.84,Y,0
A000002677,IFA,Male,Joint,Family Protection,Accepted Non Standard Terms,50,Y,Employed,180000.00,942.84,N,0
A000002678,IFA,Female,Single,Family Protection,Accepted Standard Terms,37,N,Self-Employed,125000.00,117.48,N,0
A000002679,IFA,Male,Single,Family Protection,Accepted Standard Terms,34,Y,Employed,50000.00,213.48,N,0
A000002680,SP,Female,Single,Mortgage Protection,Accepted Non Standard Terms,45,Y,Employed,50000.00,146.40,N,0
A000002681,BP,Male,Single,Family Protection,Accepted Standard Terms,42,Y,Employed,350000.00,406.44,N,0
A000002682,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,41,N,Self-Employed,63000.00,88.92,Y,0
A000002683,IFA,Female,Joint,Family Protection,Accepted Standard Terms,44,N,House Person,40000.00,122.40,Y,0
A000002684,IFA,Female,Single,Family Protection,Accepted Standard Terms,44,N,House Person,53989.00,72.00,Y,0
A000002685,IFA,Male,Single,Business Protection,Accepted Standard Terms,49,Y,Self-Employed,200000.00,460.80,N,0
A000002686,IFA,Female,Single,Family Protection,Accepted Standard Terms,47,N,Employed,150000.00,264.60,N,0
A000002687,IFA,Female,Single,Family Protection,Accepted Standard Terms,21,N,Employed,54384.00,120.00,Y,0
A000002688,SP,Female,Single,Mortgage Protection,Accepted Standard Terms,36,Y,Employed,62589.00,72.00,N,0
A000002689,SP,Male,Single,Mortgage Protection,Accepted Standard Terms,44,N,Employed,105000.00,192.24,N,0
A000002690,IFA,Female,Single,Mortgage Protection,Accepted Standard Terms,44,Y,Employed,65000.00,72.96,Y,1
A000002691,IFA,Female,Joint,Family Protection,Accepted Standard Terms,50,N,Employed,180000.00,942.84,Y,0
A000002692,IFA,Male,Joint,Family Protection,Accepted Standard Terms,41,Y,Employed,40000.00,143.76,Y,0
A000002693,IFA,Male,Single,Mortgage Protection,Accepted Standard Terms,41,Y,Employed,65000.00,493.80,Y,0
A000002694,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,29,N,Employed,95000.00,932.40,Y,0
A000002695,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,34,N,Employed,95000.00,932.40,Y,0
A000002696,BP,Female,Single,Family Protection,Accepted Standard Terms,36,N,House Person,500000.00,332.16,Y,0
A000002697,BP,Male,Single,Family Protection,Accepted Standard Terms,44,N,Employed,50000.00,86.16,Y,0
A000002698,BP,Male,Single,Family Protection,Accepted Standard Terms,44,N,Employed,150000.00,222.96,Y,0
A000002699,BP,Male,Single,Family Protection,Accepted Non Standard Terms,44,N,Employed,100000.00,1008.96,Y,0
A000002700,IFA,Male,Single,Family Protection,Accepted Standard Terms,31,Y,Self-Employed,150000.00,203.52,N,0
A000002701,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,33,N,House Person,100000.00,174.96,Y,0
A000002702,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,45,N,Employed,100000.00,174.96,Y,0
A000002703,IFA,Female,Single,Family Protection,Accepted Standard Terms,46,N,Employed,200000.00,391.20,N,0
A000002704,IFA,Female,Single,Family Protection,Accepted Standard Terms,18,N,In Full-Time Education,200000.00,112.80,Y,0
A000002705,BP,Male,Joint,Mortgage Protection,Accepted Standard Terms,36,N,Employed,176499.00,341.76,Y,0
A000002706,BP,Female,Joint,Mortgage Protection,Accepted Standard Terms,42,N,Employed,176499.00,341.76,Y,0
A000002707,IFA,Male,Single,Family Protection,Accepted Standard Terms,42,Y,Employed,100000.00,166.20,Y,0
A000002708,IFA,Female,Joint,Family Protection,Accepted Standard Terms,32,Y,Employed,40000.00,143.76,N,0
A000002709,IFA,Female,Single,Mortgage Protection,Accepted Non Standard Terms,32,Y,Employed,65000.00,174.84,N,0
A000002710,IFA,Female,Single,Family Protection,Accepted Standard Terms,35,N,Employed,203416.00,180.00,Y,1
A000002711,IFA,Female,Joint,Mortgage Protection,Accepted Standard Terms,42,N,Employed,125000.00,151.56,N,1
A000002712,IFA,Male,Single,Family Protection,Accepted Standard Terms,35,N,Employed,50000.00,72.96,N,0
A000002713,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,39,N,Employed,125000.00,151.56,N,1
A000002714,IFA,Female,Single,Family Protection,Accepted Standard Terms,31,Y,Employed,,101.16,N,0
A000002715,IFA,Male,Joint,Mortgage Protection,Accepted Standard Terms,29,Y,Employed,225995.00,149.76,Y,0
